+	take	0.30925968289375305
+	much	0.3092443645000458
+	to	0.30918771028518677
+	also	0.30918025970458984
+	buy	0.3091795742511749
+	construction	0.3091287612915039
+	Carol	0.3090555965900421
+	marble	0.30903416872024536
+	gum	0.30902203917503357
+	pizzas	0.30899056792259216
+	drive	0.30896520614624023
+	section	0.3089143633842468
+	puts	0.3088565766811371
+	room	0.3088509142398834
+	some	0.30876624584198
+	are	0.3087363839149475
+	wedding	0.30869102478027344
+	builder	0.3086516261100769
+	pizza	0.30856114625930786
+	must	0.30850645899772644
+	sheet	0.30838829278945923
+	order	0.3083775043487549
+	food	0.3083627223968506
+	picture	0.30831143260002136
+	Park	0.30827999114990234
+	flower	0.30827444791793823
+	times	0.30820900201797485
+	Maria	0.30815333127975464
+	What	0.30805912613868713
+	adopted	0.308040052652359
+	Her	0.3080025613307953
+	afternoon	0.3079463243484497
+	lawn	0.3079240620136261
+	wash	0.30792340636253357
+	April	0.3079133629798889
+	Willie	0.3079085648059845
+	Sam	0.3078940510749817
+	longer	0.30786874890327454
+	eat	0.3078646659851074
+	.	0.3078620433807373
+	hour	0.3078555464744568
+	Sandy	0.30782225728034973
+	sell	0.30776357650756836
+	cost	0.3077625632286072
+	ferris	0.30774450302124023
+	color	0.30774444341659546
+	grow	0.30773991346359253
+	Aaron	0.30770981311798096
+	shells	0.30770647525787354
+	sodas	0.3076454997062683
+	seeds	0.3075964152812958
+	vacation	0.30757665634155273
+	Charlie	0.3075605034828186
+	equally	0.30749160051345825
+	Craig	0.30745530128479004
+	level	0.3074257969856262
+	coloring	0.3074120283126831
+	bad	0.30739712715148926
+	passengers	0.3073492646217346
+	members	0.30730244517326355
+	cafeteria	0.30729007720947266
+	marbles	0.30726346373558044
+	value	0.3072549104690552
+	The	0.30725011229515076
+	stored	0.30724790692329407
+	while	0.3072350323200226
+	's	0.3071749210357666
+	hiked	0.30715954303741455
+	grocery	0.3071390986442566
+	grams	0.3071282207965851
+	good	0.3070454001426697
+	rulers	0.3068975806236267
+	Miki	0.30688202381134033
+	for	0.30686789751052856
+	lyric	0.3068554103374481
+	sandcastle	0.3068501055240631
+	sister	0.30683252215385437
+	exactly	0.30683138966560364
+	trees	0.3068249523639679
+	divided	0.3067932426929474
+	point	0.30678242444992065
+	Mildred	0.30674830079078674
+	balloons	0.3066905736923218
+	tickets	0.3066764175891876
+	Robin	0.3066577613353729
+	recipe	0.30664753913879395
+	later	0.3066299259662628
+	lunch	0.30658653378486633
+	went	0.3065774738788605
+	planting	0.306536465883255
+	paid	0.3065209984779358
+	Evelyn	0.30651140213012695
+	chips	0.30649465322494507
+	inside	0.30648374557495117
+	Ernest	0.3064252436161041
+	Tim	0.30642014741897583
+	ball	0.3063884675502777
+	won	0.3063412308692932
+	Zoe	0.30633777379989624
+	green	0.30624428391456604
+	fast	0.3062349557876587
+	lives	0.3062121272087097
+	store	0.30620041489601135
+	Norma	0.30619361996650696
+	ride	0.30617591738700867
+	use	0.3060835897922516
+	bags	0.30607834458351135
+	files	0.3060436248779297
+	'	0.3059857189655304
+	Mrs.	0.305981308221817
+	cream	0.30592572689056396
+	Joyce	0.30592480301856995
+	contains	0.30591583251953125
+	actually	0.3059099018573761
+	tall	0.3059081435203552
+	damaged	0.3058995008468628
+	basketball	0.305885910987854
+	clown	0.30587950348854065
+	Clarence	0.30586308240890503
+	Diana	0.3058560788631439
+	Melissa	0.3058536648750305
+	Charles	0.3058425486087799
+	pencils	0.30579543113708496
+	yard	0.30579081177711487
+	Mary	0.3057767152786255
+	whole	0.30575963854789734
+	split	0.30569931864738464
+	kids	0.30569717288017273
+	cards	0.3056880831718445
+	Lawrence	0.30557066202163696
+	the	0.30555835366249084
+	garden	0.3054771423339844
+	scale	0.3054639995098114
+	earned	0.3053753674030304
+	engineers	0.30536502599716187
+	third	0.30536341667175293
+	spots	0.305359810590744
+	calls	0.30534347891807556
+	cents	0.30526095628738403
+	worm	0.3052166998386383
+	farm	0.3051969110965729
+	needs	0.30513229966163635
+	dozen	0.3051312267780304
+	seats	0.30510812997817993
+	Fred	0.30510789155960083
+	vegetables	0.3051050305366516
+	short	0.3050881326198578
+	Diane	0.30506810545921326
+	s	0.3050396144390106
+	children	0.30502426624298096
+	blew	0.3049875795841217
+	Dave	0.30494940280914307
+	peppers	0.3048841953277588
+	night	0.3048698306083679
+	or	0.30486002564430237
+	those	0.3047748804092407
+	cook	0.30476170778274536
+	camera	0.30472332239151
+	Oliver	0.30472177267074585
+	combined	0.30471810698509216
+	carrots	0.304717481136322
+	back	0.3046925663948059
+	grade	0.3046526312828064
+	feet	0.30464109778404236
+	Scarlett	0.3046332597732544
+	stone	0.30462414026260376
+	calories	0.3046223223209381
+	$	0.30460548400878906
+	online	0.3045979142189026
+	coins	0.3045717775821686
+	plums	0.3045175075531006
+	salmon	0.30445143580436707
+	will	0.3044482469558716
+	what	0.30443504452705383
+	shelter	0.3044334352016449
+	brother	0.3043902814388275
+	rain	0.3043361008167267
+	show	0.3043224811553955
+	trumpet	0.30430981516838074
+	far	0.3042663633823395
+	invited	0.30421409010887146
+	If	0.30420947074890137
+	Benjamin	0.3041704595088959
+	%	0.30414485931396484
+	little	0.3041217029094696
+	stroll	0.3041110932826996
+	football	0.30409422516822815
+	Kimberly	0.3040919899940491
+	weigh	0.3040894865989685
+	rooms	0.30407312512397766
+	bees	0.30404648184776306
+	percent	0.3040187358856201
+	Benny	0.3040090799331665
+	team	0.3039996027946472
+	pumpkins	0.3039931058883667
+	currently	0.30396848917007446
+	collects	0.3039665222167969
+	card	0.3039606809616089
+	boxes	0.3039477467536926
+	altogether	0.30394700169563293
+	equal	0.3039175570011139
+	do	0.3038989007472992
+	packed	0.3038850426673889
+	necklaces	0.30388203263282776
+	Karen	0.30388104915618896
+	dogs	0.30383288860321045
+	players	0.3038187325000763
+	house	0.3038104176521301
+	Bridget	0.30373266339302063
+	trivia	0.303718239068985
+	temp_b	0.3037072420120239
+	pies	0.3037053644657135
+	shipment	0.3036513924598694
+	acres	0.30364155769348145
+	gold	0.30363187193870544
+	bird	0.30362868309020996
+	father	0.3035854995250702
+	cooked	0.3035847246646881
+	gets	0.30355337262153625
+	time	0.30355238914489746
+	shopping	0.3035294711589813
+	find	0.3035125136375427
+	them	0.30350419878959656
+	all	0.3034866154193878
+	Jason	0.30345746874809265
+	on	0.30345508456230164
+	?	0.3034365773200989
+	problems	0.3034205436706543
+	Each	0.3033614456653595
+	as	0.3033435642719269
+	grew	0.3033420443534851
+	treasure	0.30332043766975403
+	violet	0.3032573461532593
+	installed	0.30324816703796387
+	missed	0.30323871970176697
+	scored	0.3032315671443939
+	snow	0.3032273054122925
+	Emily	0.30321207642555237
+	Kaleb	0.3032067120075226
+	heads	0.3032062351703644
+	another	0.30318817496299744
+	work	0.3031694293022156
+	discount	0.3031691014766693
+	Jennifer	0.30309680104255676
+	James	0.30307507514953613
+	rode	0.3030417859554291
+	Martin	0.3029854893684387
+	trout	0.302976131439209
+	Anne	0.30296576023101807
+	harvested	0.30295971035957336
+	sale	0.30292627215385437
+	houses	0.30290675163269043
+	landed	0.3028762638568878
+	cage	0.30287519097328186
+	Ned	0.30287429690361023
+	jacket	0.302857369184494
+	liters	0.30284997820854187
+	apples	0.3028450608253479
+	playground	0.30283480882644653
+	meal	0.3028213083744049
+	pictures	0.3027997314929962
+	William	0.30279919505119324
+	Iesha	0.30277469754219055
+	bake	0.30276957154273987
+	decided	0.30276480317115784
+	were	0.3027186095714569
+	Tom	0.30269673466682434
+	scores	0.30266863107681274
+	washing	0.3026595115661621
+	ones	0.3026582598686218
+	puppies	0.3026537001132965
+	hippopotamus	0.3026398718357086
+	pipe	0.302621454000473
+	banana	0.30261343717575073
+	wheel	0.3026009500026703
+	eating	0.30253323912620544
+	game	0.3025127053260803
+	shelf	0.30247077345848083
+	workers	0.3024589717388153
+	Melanie	0.30244162678718567
+	he	0.30241602659225464
+	Janet	0.3023890256881714
+	read	0.3023875653743744
+	mom	0.30235472321510315
+	Juan	0.3023470640182495
+	book	0.3023325800895691
+	travelling	0.30231109261512756
+	material	0.3022710084915161
+	received	0.30226367712020874
+	n't	0.30225712060928345
+	season	0.3022526204586029
+	customers	0.30222630500793457
+	his	0.30222174525260925
+	played	0.3022153377532959
+	Haley	0.30220934748649597
+	cups	0.3022018074989319
+	Hilt	0.3021845817565918
+	They	0.3020951449871063
+	Last	0.30208396911621094
+	Heather	0.3020722568035126
+	employees	0.3020710051059723
+	books	0.30204132199287415
+	should	0.30203375220298767
+	strolled	0.3020309507846832
+	trying	0.30202797055244446
+	among	0.30201613903045654
+	every	0.301984041929245
+	Martha	0.30197134613990784
+	chocolate	0.3019605278968811
+	phone	0.3019312024116516
+	Kelly	0.30193090438842773
+	drove	0.30192646384239197
+	dollar	0.3019222617149353
+	ounces	0.30190861225128174
+	bottles	0.30190417170524597
+	red	0.30188408493995667
+	plant	0.301847368478775
+	Dan	0.30180612206459045
+	adult	0.301795095205307
+	Facebook	0.30174902081489563
+	eggs	0.30174389481544495
+	goes	0.30172261595726013
+	less	0.30171841382980347
+	share	0.30170387029647827
+	month	0.3016680181026459
+	earn	0.3016591966152191
+	orchard	0.30163758993148804
+	paper	0.301592081785202
+	rained	0.3015660047531128
+	took	0.30153876543045044
+	saw	0.3015042841434479
+	fourth	0.3015004098415375
+	flour	0.3014901876449585
+	your	0.3014758229255676
+	her	0.3014644682407379
+	fault	0.3014605939388275
+	Jerry	0.30145329236984253
+	,	0.3014424741268158
+	bears	0.3014393746852875
+	bill	0.3014298975467682
+	bought	0.3014169931411743
+	questions	0.30135828256607056
+	Lucy	0.3013412356376648
+	white	0.30133774876594543
+	Jose	0.3013269305229187
+	Kyle	0.30128034949302673
+	class	0.30127036571502686
+	dimes	0.30124780535697937
+	home	0.3012462854385376
+	temp_g	0.30121999979019165
+	purchases	0.3012025058269501
+	crayons	0.30116701126098633
+	coach	0.3011617362499237
+	sure	0.30107390880584717
+	recycling	0.30103281140327454
+	cantelopes	0.30102288722991943
+	uploaded	0.3010084629058838
+	load	0.30100688338279724
+	packages	0.3009459376335144
+	make	0.3009139895439148
+	gas	0.30089879035949707
+	shop	0.3008980453014374
+	bushes	0.3008929193019867
+	player	0.30088308453559875
+	nails	0.3008802533149719
+	stock	0.3008633852005005
+	stars	0.30085641145706177
+	ran	0.3008546829223633
+	returning	0.3007742464542389
+	picked	0.30069372057914734
+	Ronald	0.3006548583507538
+	Vegetarian	0.30064937472343445
+	turned	0.30063748359680176
+	correct	0.3006119430065155
+	math	0.30060911178588867
+	yesterday	0.30060863494873047
+	winter	0.30058300495147705
+	get	0.3005795478820801
+	recorded	0.30054280161857605
+	windows	0.30051201581954956
+	scissors	0.3004738986492157
+	from	0.30045658349990845
+	spent	0.30045485496520996
+	fruit	0.3003932535648346
+	potato	0.3003917634487152
+	need	0.30038392543792725
+	leaves	0.300368994474411
+	groups	0.3003557026386261
+	toys	0.300325483083725
+	turnips	0.3002644181251526
+	pieces	0.30025994777679443
+	already	0.300252765417099
+	cake	0.30025070905685425
+	off	0.30024442076683044
+	hold	0.3001862168312073
+	water	0.300173282623291
+	tomorrow	0.30016711354255676
+	last	0.3001636862754822
+	albums	0.30014726519584656
+	Alyssa	0.3001394271850586
+	This	0.30012014508247375
+	planted	0.3001074492931366
+	pear	0.30010583996772766
+	Jessica	0.3001023828983307
+	Halloween	0.3000907301902771
+	rides	0.3000449538230896
+	onto	0.3000299334526062
+	rabbits	0.3000187277793884
+	birthday	0.30000731348991394
-	lost	0.3398152279853821
-	sell	0.3377635765075684
-	shares	0.32927478194236753
-	damaged	0.3260089260339737
-	leaked	0.31407932996749876
\times	group	0.3103557026386261
\times	percent	0.3140187358856201
\times	pieces	0.3102599477767944
\times	tickets	0.3068368828296661
\times	much	0.3068053221702576
\times	per	0.3066272532939911
\times	their	0.306467661857605
\times	plant	0.3064417338371277
\times	workers	0.30641178250312806
\times	after	0.3063387370109558
\times	has	0.3062512969970703
\times	company	0.30617837071418763
\times	tank	0.3061607575416565
\times	Vegetarian	0.3060335612297058
\times	ate	0.3058889901638031
\times	that	0.30577744007110597
\times	last	0.30539045691490174
\times	bin	0.30521068930625916
\times	away	0.30500019550323487
\times	hour	0.3048565185070038
\times	tons	0.30481688141822816
\times	total	0.3047335243225098
\times	them	0.30457634687423707
\times	music	0.304559121131897
\times	dollars	0.30454505443573
\times	mystery	0.30454439878463746
\times	could	0.3041085696220398
\times	bumper	0.3040416932106018
\times	$	0.30401838779449464
\times	temp_a	0.3039381301403046
\times	have	0.30391905665397645
\times	if	0.30386988282203675
\times	Luke	0.30382213950157166
\times	balloons	0.30381737112998963
\times	Monday	0.3037077581882477
\times	finds	0.30342350363731385
\times	Ashley	0.30338210821151734
\times	new	0.3033429777622223
\times	pictures	0.30333174228668214
\times	Janet	0.30327043890953065
\times	can	0.303260931968689
\times	cream	0.30318052530288697
\times	many	0.30313582181930543
\times	songs	0.30309093952178956
\times	dad	0.3030678427219391
\times	Mike	0.30302239418029786
\times	siamese	0.30294520616531373
\times	eggs	0.302874813079834
\times	problems	0.3028609251976013
\times	How	0.30273423552513123
\times	seashells	0.30271939396858216
\times	price	0.3025991714000702
\times	cups	0.3022898828983307
\times	season	0.30228395223617555
\times	baggies	0.30227015376091004
\times	textbook	0.3022479808330536
\times	seeds	0.30218992590904237
\times	Then	0.30214850068092347
\times	Tuesday	0.30206615686416627
\times	start	0.3018280065059662
\divide	half	0.3528758263587951
\divide	split	0.3456993186473846
\divide	divided	0.3447932426929474
\divide	binder	0.3152193051576614
\divide	per	0.3103009223937988
\divide	each	0.3087502181529998
\divide	much	0.3072819024324417
\divide	fourth	0.3011978340148926
